.VERSION 1.0
.INCLUDE abm/abm0.doc
.INCLUDE abm/data/wz0.dat
.SEGMENT WORD 2262-2266 OK "Luxem"
.SEGMENT WORD 2304-2312 OK "Marburg"
.SEGMENT WORD 2313-2319 OK "Marl"
.SEGMENT WORD 2320-2334 OK "Meerbusch"
.SEGMENT WORD 2339-2345 OK "Menden"
.SEGMENT WORD 2346-2356 OK "Minden"
.SEGMENT WORD 2357-2365 OK "Moers"
.SEGMENT WORD 2366-2382 OK "Moritzburg"
.SEGMENT WORD 2418-2430 OK "Neckarsulm"
.SEGMENT WORD 2431-2447 OK "Neubrandenburg"
.SEGMENT WORD 2448-2460 OK "Neunkirchen"
.SEGMENT WORD 2461-2465 OK "Neuss"
.SEGMENT WORD 2479-2489 OK "Neu-ulm"
.SEGMENT WORD 2549-2567 OK "Nufringen"
.SEGMENT WORD 2568-2584 OK "Nymphenburg"
.SEGMENT WORD 2695-2709 OK "Oppenheim"
.SEGMENT WORD 2739-2751 OK "Paderborn"
.SEGMENT WORD 2752-2756 OK "Passau"
.SEGMENT WORD 2766-2780 OK "Pflaumdorf"
.SEGMENT WORD 2853-2863 OK "Preetz"
.SEGMENT WORD 2864-2870 OK "Pressel"
.SEGMENT WORD 2871-2887 OK "Quadendambeck"
.SEGMENT WORD 2888-2902 OK "Quappendorf"
.SEGMENT WORD 2914-2932 OK "Quedlinburg"
.SEGMENT WORD 2933-2951 OK "Querfurt"
.SEGMENT WORD 2952-2960 OK "Quickborn"
.SEGMENT WORD 3007-3023 OK "Rammertshofen"
.SEGMENT WORD 3054-3074 OK "Recklinghausen"
.SEGMENT WORD 3084-3094 OK "Remscheid"
.SEGMENT WORD 3106-3114 OK "Rheine"
.SEGMENT WORD 3132-3138 OK "Riesa"
.SEGMENT WORD 3139-3153 OK "Rittermannshagen"
.SEGMENT WORD 3154-3168 OK "Rittmannshausen"
.SEGMENT WORD 3169-3179 OK "Rosenheim"
.SEGMENT WORD 3180-3188 OK "Rostock"
.SEGMENT WORD 3189-3211 OK "Ruhmannsfelden"
.SEGMENT WORD 3227-3235 OK "Sandkrug"
.SEGMENT WORD 3357-3365 OK "Sonneberg"
.SEGMENT WORD 3366-3382 OK "Spessart"
.SEGMENT WORD 3413-3427 OK "Stadland"
.SEGMENT WORD 3428-3440 OK "Stolberg"
.SEGMENT WORD 3441-3455 OK "Stralsund"
.SEGMENT WORD 3471-3475 OK "Suhl"
.SEGMENT WORD 3479-3489 OK "Talheim"
.SEGMENT WORD 3490-3498 OK "Tamm"
.SEGMENT WORD 3499-3507 OK "Tann"
.SEGMENT WORD 3508-3524 OK "Tannenhof"
.SEGMENT WORD 3565-3579 OK "Thalwenden"
.SEGMENT WORD 3597-3615 OK "Timmendorf"
.SEGMENT WORD 3646-3668 OK "Troisdorf"
.SEGMENT WORD 3669-3682 OK "Tuningen"
.SEGMENT WORD 3683-3695 OK "Tuttlingen"
.SEGMENT WORD 3710-3712 OK "Ulla"
.SEGMENT WORD 3756-3778 OK "Unterfischbach"
.SEGMENT WORD 3779-3785 OK "Urbar"
.SEGMENT WORD 3917-3927 OK "Weimar"
.SEGMENT WORD 3928-3932 OK "Wesel"
.SEGMENT WORD 3978-3986 OK "Wismar"
.SEGMENT WORD 3987-3995 OK "Witten"
.SEGMENT WORD 4020-4030 OK "Woland"
.SEGMENT WORD 4031-4047 OK "Wolfegg"
.SEGMENT WORD 4073-4085 OK "Wrangelsburg"
.SEGMENT WORD 4113-4125 OK "Wuppertal"
.SEGMENT WORD 4142-4148 OK "Wyk"
.SEGMENT WORD 4149-4157 OK "Xanten"
.SEGMENT WORD 4158-4166 OK "Yach"
.SEGMENT WORD 4174-4184 OK "Zehlendorf"
.SEGMENT WORD 4198-4216 OK "Zieglstadl"
.SEGMENT WORD 4243-4257 OK "Zschernitz"
.SEGMENT WORD 4258-4268 OK "Zwickau"
